show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,date_added_parsed,year_added,month_added,duration_val,decade
s136,Movie,Title 0135,Director_059,"Actor_174, Actor_216, Actor_237, Actor_439, Actor_203",Canada,"July 14, 2020",1982,R,114 min,"Action & Adventure, Music & Musicals, Romantic Movies",2020-07-14,2020,7,114.0,1980s
s137,Movie,Title 0136,Director_139,"Actor_418, Actor_342",Mexico,"September 22, 2022",2009,PG-13,92 min,Thrillers,2022-09-22,2022,9,92.0,2000s
s138,TV Show,Title 0137,Director_031,"Actor_391, Actor_267, Actor_144, Actor_063, Actor_228",United States,"January 17, 2020",2022,TV-PG,4 Seasons,"Kids TV, Romantic Movies",2020-01-17,2020,1,4.0,2020s
s139,Movie,Title 0138,Director_131,"Actor_453, Actor_321, Actor_172, Actor_134, Actor_256",United States,"July 29, 2020",2016,R,125 min,"Horror Movies, Thrillers, Crime TV Shows",2020-07-29,2020,7,125.0,2010s
s140,TV Show,Title 0139,Director_105,"Actor_099, Actor_264",United Kingdom,"March 31, 2021",2020,NR,3 Seasons,"International Movies, Horror Movies",2021-03-31,2021,3,3.0,2020s
s141,TV Show,Title 0140,Director_032,"Actor_334, Actor_066",Germany,"October 30, 2018",2012,TV-PG,7 Seasons,"Crime TV Shows, Thrillers, Action & Adventure",2018-10-30,2018,10,7.0,2010s
s142,Movie,Title 0141,Director_042,"Actor_213, Actor_401, Actor_110, Actor_054",Spain,"April 20, 2019",2007,R,174 min,"Sci-Fi & Fantasy, Stand-Up Comedy, Documentaries",2019-04-20,2019,4,174.0,2000s
s143,Movie,Title 0142,Director_111,"Actor_127, Actor_254, Actor_378",United Kingdom,"February 17, 2020",1983,PG-13,98 min,"International Movies, Thrillers",2020-02-17,2020,2,98.0,1980s
s144,Movie,Title 0143,Director_106,"Actor_259, Actor_415",South Korea,"May 26, 2020",2021,R,143 min,"Music & Musicals, International Movies",2020-05-26,2020,5,143.0,2020s
s145,Movie,Title 0144,Director_008,"Actor_209, Actor_330, Actor_145",United States,"February 22, 2021",2020,PG,173 min,"Romantic Movies, Reality TV, Anime Series",2021-02-22,2021,2,173.0,2020s
s146,Movie,Title 0145,Director_178,"Actor_410, Actor_053, Actor_124, Actor_336, Actor_395",Canada,"September 03, 2020",1990,PG-13,121 min,"Kids TV, Action & Adventure, Reality TV",2020-09-03,2020,9,121.0,1990s
s147,Movie,Title 0146,Director_113,"Actor_121, Actor_178, Actor_400, Actor_302, Actor_033",United Kingdom,"September 08, 2021",2013,R,94 min,Kids TV,2021-09-08,2021,9,94.0,2010s
s148,Movie,Title 0147,Director_124,"Actor_392, Actor_383, Actor_410, Actor_251, Actor_037",Nigeria,"December 14, 2016",2012,PG,98 min,Reality TV,2016-12-14,2016,12,98.0,2010s
s149,Movie,Title 0148,Director_019,"Actor_400, Actor_074, Actor_024, Actor_168",South Korea,"December 14, 2019",2016,PG,139 min,Anime Series,2019-12-14,2019,12,139.0,2010s
s150,Movie,Title 0149,Director_166,"Actor_499, Actor_257",India,"August 11, 2015",2023,R,94 min,Anime Series,2015-08-11,2015,8,94.0,2020s
s151,TV Show,Title 0150,Director_150,"Actor_296, Actor_072, Actor_284, Actor_234, Actor_286",Germany,"May 13, 2017",2015,TV-MA,7 Seasons,"Music & Musicals, Thrillers, Comedies",2017-05-13,2017,5,7.0,2010s
s152,Movie,Title 0151,Director_040,"Actor_482, Actor_494, Actor_195, Actor_356, Actor_122",United States,"June 13, 2016",2014,NR,175 min,Crime TV Shows,2016-06-13,2016,6,175.0,2010s
s153,Movie,Title 0152,Director_043,"Actor_200, Actor_021, Actor_017",United States,"April 26, 2018",1973,R,104 min,"Kids TV, Documentaries, Reality TV",2018-04-26,2018,4,104.0,1970s
s154,Movie,Title 0153,Director_124,"Actor_105, Actor_381",Spain,"November 26, 2018",1976,PG-13,139 min,"Stand-Up Comedy, Horror Movies, Reality TV",2018-11-26,2018,11,139.0,1970s
s155,TV Show,Title 0154,Director_034,"Actor_261, Actor_243, Actor_125, Actor_480",Japan,"April 23, 2021",1992,TV-Y7,6 Seasons,Sports Movies,2021-04-23,2021,4,6.0,1990s
s156,Movie,Title 0155,Director_150,"Actor_156, Actor_018, Actor_103",United Kingdom,"October 15, 2016",1969,R,146 min,"Stand-Up Comedy, Anime Series, Crime TV Shows",2016-10-15,2016,10,146.0,1960s
s157,Movie,Title 0156,Director_057,"Actor_159, Actor_158",United States,"March 05, 2018",2019,R,148 min,Romantic Movies,2018-03-05,2018,3,148.0,2010s
s158,TV Show,Title 0157,Director_047,"Actor_267, Actor_181, Actor_428, Actor_041",Germany,"January 17, 2020",2018,TV-MA,3 Seasons,"Kids TV, Crime TV Shows",2020-01-17,2020,1,3.0,2010s
s159,Movie,Title 0158,Director_057,"Actor_325, Actor_073, Actor_201, Actor_272, Actor_071",United States,"March 23, 2022",1986,NR,95 min,"Kids TV, Reality TV, Sports Movies",2022-03-23,2022,3,95.0,1980s
s160,TV Show,Title 0159,Director_100,"Actor_104, Actor_054, Actor_258",Japan,"March 19, 2016",2021,TV-MA,6 Seasons,"Crime TV Shows, Documentaries, International Movies",2016-03-19,2016,3,6.0,2020s
s161,Movie,Title 0160,Director_056,"Actor_099, Actor_236, Actor_280, Actor_152",United Kingdom,"October 01, 2021",1989,PG-13,151 min,Comedies,2021-10-01,2021,10,151.0,1980s
s162,Movie,Title 0161,Director_166,"Actor_131, Actor_267, Actor_041",Japan,"July 27, 2016",2003,R,150 min,Music & Musicals,2016-07-27,2016,7,150.0,2000s
s163,Movie,Title 0162,Director_155,"Actor_418, Actor_092, Actor_396, Actor_317",United States,"December 16, 2020",1998,PG-13,93 min,"International Movies, Horror Movies",2020-12-16,2020,12,93.0,1990s
s164,Movie,Title 0163,Director_063,"Actor_204, Actor_099, Actor_198, Actor_172",India,"October 07, 2017",2008,PG,141 min,"Sports Movies, International Movies, Documentaries",2017-10-07,2017,10,141.0,2000s
s165,Movie,Title 0164,Director_061,"Actor_499, Actor_357",South Korea,"December 07, 2015",1999,PG-13,82 min,"Kids TV, Music & Musicals",2015-12-07,2015,12,82.0,1990s
s166,TV Show,Title 0165,Director_082,"Actor_151, Actor_083",India,"October 28, 2022",2012,TV-G,6 Seasons,"Comedies, Stand-Up Comedy",2022-10-28,2022,10,6.0,2010s
s167,Movie,Title 0166,Director_112,"Actor_116, Actor_237",Japan,"July 04, 2018",2009,R,71 min,"Documentaries, Sci-Fi & Fantasy",2018-07-04,2018,7,71.0,2000s
s168,Movie,Title 0167,Director_111,"Actor_111, Actor_053",India,"April 10, 2015",2023,PG-13,88 min,"Thrillers, Sci-Fi & Fantasy, Documentaries",2015-04-10,2015,4,88.0,2020s
s169,Movie,Title 0168,Director_061,"Actor_167, Actor_495, Actor_091",United Kingdom,"September 17, 2020",1974,R,127 min,Action & Adventure,2020-09-17,2020,9,127.0,1970s
s170,Movie,Title 0169,Director_093,"Actor_480, Actor_129, Actor_113",United Kingdom,"April 29, 2021",1987,PG-13,118 min,"Documentaries, Reality TV",2021-04-29,2021,4,118.0,1980s
s171,Movie,Title 0170,Director_084,"Actor_339, Actor_080, Actor_227, Actor_477",Canada,"May 30, 2015",1974,PG-13,142 min,"Sports Movies, Crime TV Shows",2015-05-30,2015,5,142.0,1970s
s172,Movie,Title 0171,Director_025,"Actor_184, Actor_256, Actor_226, Actor_493",South Korea,"July 15, 2019",2016,R,105 min,Action & Adventure,2019-07-15,2019,7,105.0,2010s
s173,Movie,Title 0172,Director_178,"Actor_270, Actor_062, Actor_357",Brazil,"June 30, 2022",1974,R,111 min,"Romantic Movies, Dramas, Action & Adventure",2022-06-30,2022,6,111.0,1970s
s174,Movie,Title 0173,Director_120,"Actor_470, Actor_355",South Korea,"October 31, 2022",2021,PG,116 min,"Reality TV, Romantic Movies",2022-10-31,2022,10,116.0,2020s
s175,Movie,Title 0174,Director_049,"Actor_190, Actor_016",France,"September 15, 2018",2013,R,115 min,"Crime TV Shows, Anime Series, Sports Movies",2018-09-15,2018,9,115.0,2010s
s176,Movie,Title 0175,Director_114,"Actor_211, Actor_309, Actor_310",Brazil,"February 17, 2018",2013,R,172 min,"Reality TV, Crime TV Shows, Documentaries",2018-02-17,2018,2,172.0,2010s
s177,TV Show,Title 0176,Director_035,"Actor_333, Actor_027",India,"May 27, 2019",2014,TV-Y,2 Seasons,"Kids TV, Reality TV, Music & Musicals",2019-05-27,2019,5,2.0,2010s
s178,Movie,Title 0177,Director_153,"Actor_221, Actor_437, Actor_053",Canada,"March 16, 2021",1990,R,98 min,"Thrillers, Anime Series, Stand-Up Comedy",2021-03-16,2021,3,98.0,1990s
s179,TV Show,Title 0178,Director_032,"Actor_067, Actor_479, Actor_314, Actor_387",United States,"January 12, 2020",1993,TV-Y7,6 Seasons,"Crime TV Shows, Romantic Movies, Documentaries",2020-01-12,2020,1,6.0,1990s
s180,Movie,Title 0179,Director_122,"Actor_340, Actor_127, Actor_265, Actor_248, Actor_453",United Kingdom,"September 01, 2015",2005,PG-13,111 min,"Romantic Movies, Crime TV Shows",2015-09-01,2015,9,111.0,2000s
s181,Movie,Title 0180,Director_099,"Actor_113, Actor_021, Actor_048",Canada,"August 09, 2016",2015,R,170 min,"Documentaries, Anime Series, Dramas",2016-08-09,2016,8,170.0,2010s
s182,Movie,Title 0181,Director_067,"Actor_313, Actor_261, Actor_010",Nigeria,"January 09, 2022",1995,R,74 min,"Dramas, Stand-Up Comedy, Documentaries",2022-01-09,2022,1,74.0,1990s
s183,TV Show,Title 0182,Director_072,"Actor_249, Actor_199, Actor_217",Nigeria,"February 15, 2021",1984,TV-14,8 Seasons,"Reality TV, Comedies",2021-02-15,2021,2,8.0,1980s
s184,TV Show,Title 0183,Director_135,"Actor_255, Actor_235",United States,"April 16, 2022",2023,TV-MA,8 Seasons,Thrillers,2022-04-16,2022,4,8.0,2020s
s185,Movie,Title 0184,Director_193,"Actor_206, Actor_085, Actor_291, Actor_060",India,"May 05, 2017",1967,R,118 min,"Thrillers, Crime TV Shows, Romantic Movies",2017-05-05,2017,5,118.0,1960s
s186,Movie,Title 0185,Director_022,"Actor_496, Actor_003, Actor_326, Actor_364",United States,"November 18, 2021",2020,PG-13,152 min,"Sports Movies, Stand-Up Comedy",2021-11-18,2021,11,152.0,2020s
s187,TV Show,Title 0186,Director_069,"Actor_420, Actor_001, Actor_402, Actor_367, Actor_306",United States,"November 16, 2020",2020,TV-14,2 Seasons,"Crime TV Shows, Action & Adventure",2020-11-16,2020,11,2.0,2020s
s188,Movie,Title 0187,Director_054,"Actor_287, Actor_153, Actor_141, Actor_427",United States,"July 28, 2020",2003,R,156 min,"Anime Series, International Movies, Horror Movies",2020-07-28,2020,7,156.0,2000s
s189,Movie,Title 0188,Director_170,"Actor_160, Actor_245, Actor_013, Actor_204",South Korea,"April 09, 2017",1986,R,172 min,"Dramas, Anime Series, Action & Adventure",2017-04-09,2017,4,172.0,1980s
s190,Movie,Title 0189,Director_109,"Actor_308, Actor_220",United States,"October 18, 2018",1987,PG,83 min,"Music & Musicals, Romantic Movies, Kids TV",2018-10-18,2018,10,83.0,1980s
s191,Movie,Title 0190,Director_148,"Actor_306, Actor_497, Actor_389, Actor_263, Actor_434",Canada,"September 13, 2019",2018,PG-13,149 min,"Music & Musicals, Comedies, Sports Movies",2019-09-13,2019,9,149.0,2010s
s192,TV Show,Title 0191,Director_149,"Actor_190, Actor_130, Actor_212, Actor_129, Actor_434",Turkey,"August 15, 2019",2016,TV-14,7 Seasons,"Action & Adventure, Romantic Movies, Comedies",2019-08-15,2019,8,7.0,2010s
s193,TV Show,Title 0192,Director_008,"Actor_161, Actor_319, Actor_054",India,"February 25, 2015",2019,TV-G,2 Seasons,Action & Adventure,2015-02-25,2015,2,2.0,2010s
s194,Movie,Title 0193,Director_161,"Actor_436, Actor_001",Japan,"September 22, 2019",2022,R,104 min,"Reality TV, Horror Movies, Anime Series",2019-09-22,2019,9,104.0,2020s
s195,Movie,Title 0194,Director_186,"Actor_152, Actor_439, Actor_108, Actor_481",United States,"May 07, 2020",2018,PG,109 min,Crime TV Shows,2020-05-07,2020,5,109.0,2010s
s196,Movie,Title 0195,,"Actor_000, Actor_218, Actor_499, Actor_219",South Korea,"November 11, 2017",1989,PG-13,99 min,"Comedies, Reality TV",2017-11-11,2017,11,99.0,1980s
s197,TV Show,Title 0196,Director_128,"Actor_200, Actor_227, Actor_028, Actor_019",France,"March 12, 2022",1998,TV-14,8 Seasons,"Reality TV, Documentaries",2022-03-12,2022,3,8.0,1990s
s198,TV Show,Title 0197,Director_107,"Actor_499, Actor_220, Actor_175, Actor_427",United Kingdom,"July 04, 2015",2021,TV-MA,4 Seasons,"Thrillers, Anime Series, International Movies",2015-07-04,2015,7,4.0,2020s
s199,TV Show,Title 0198,Director_132,"Actor_234, Actor_259",India,"June 05, 2016",1995,TV-PG,3 Seasons,Kids TV,2016-06-05,2016,6,3.0,1990s
s200,TV Show,Title 0199,Director_168,"Actor_452, Actor_154",United States,"May 21, 2019",1977,TV-MA,5 Seasons,"Dramas, Horror Movies, Documentaries",2019-05-21,2019,5,5.0,1970s
s201,Movie,Title 0200,Director_190,"Actor_245, Actor_275, Actor_256, Actor_126, Actor_327",South Korea,"April 30, 2021",2018,PG,130 min,"Comedies, Sports Movies, Action & Adventure",2021-04-30,2021,4,130.0,2010s
s202,Movie,Title 0201,Director_149,"Actor_203, Actor_370, Actor_214, Actor_471, Actor_413",Mexico,"June 02, 2018",2009,R,110 min,"Reality TV, Sci-Fi & Fantasy",2018-06-02,2018,6,110.0,2000s
s203,Movie,Title 0202,Director_067,"Actor_104, Actor_369, Actor_379",United States,"July 17, 2019",2022,PG-13,121 min,"Thrillers, Reality TV, Stand-Up Comedy",2019-07-17,2019,7,121.0,2020s
s204,TV Show,Title 0203,Director_175,"Actor_247, Actor_053, Actor_430, Actor_381",United States,"November 27, 2017",2017,TV-MA,4 Seasons,"Documentaries, Dramas, Crime TV Shows",2017-11-27,2017,11,4.0,2010s
s205,Movie,Title 0204,Director_065,"Actor_181, Actor_208, Actor_202, Actor_330",,"September 29, 2017",1980,R,93 min,Horror Movies,2017-09-29,2017,9,93.0,1980s
s206,Movie,Title 0205,Director_143,"Actor_456, Actor_130, Actor_012, Actor_087",India,"December 10, 2020",2023,R,116 min,Music & Musicals,2020-12-10,2020,12,116.0,2020s
s207,Movie,Title 0206,Director_052,"Actor_057, Actor_347",United States,"June 06, 2021",1999,R,154 min,"Sci-Fi & Fantasy, Dramas",2021-06-06,2021,6,154.0,1990s
s208,Movie,Title 0207,Director_127,"Actor_215, Actor_051, Actor_122",India,"November 20, 2022",2006,R,156 min,Thrillers,2022-11-20,2022,11,156.0,2000s
s209,Movie,Title 0208,Director_064,"Actor_144, Actor_363, Actor_255, Actor_165",United States,"July 10, 2020",2009,PG-13,155 min,"Anime Series, Horror Movies, Sci-Fi & Fantasy",2020-07-10,2020,7,155.0,2000s
s210,Movie,Title 0209,Director_063,"Actor_008, Actor_070, Actor_321, Actor_323",Nigeria,"April 12, 2020",1973,R,101 min,"Reality TV, Sci-Fi & Fantasy",2020-04-12,2020,4,101.0,1970s
s211,Movie,Title 0210,Director_067,"Actor_231, Actor_332, Actor_427, Actor_398, Actor_430",Japan,"May 16, 2022",2012,PG-13,81 min,"Anime Series, Crime TV Shows, Dramas",2022-05-16,2022,5,81.0,2010s
s212,TV Show,Title 0211,Director_190,"Actor_485, Actor_346, Actor_054",Brazil,"January 29, 2016",1985,TV-MA,7 Seasons,"Action & Adventure, Reality TV, Crime TV Shows",2016-01-29,2016,1,7.0,1980s
s213,Movie,Title 0212,Director_061,"Actor_393, Actor_009, Actor_240, Actor_275, Actor_386",United Kingdom,"June 06, 2019",2009,R,118 min,"Music & Musicals, Horror Movies",2019-06-06,2019,6,118.0,2000s
s214,Movie,Title 0213,Director_080,"Actor_205, Actor_414, Actor_077, Actor_214, Actor_339",Japan,"October 22, 2016",2007,PG-13,92 min,"Sports Movies, Thrillers",2016-10-22,2016,10,92.0,2000s
s215,TV Show,Title 0214,Director_070,"Actor_119, Actor_288, Actor_496, Actor_342",United States,"November 29, 2018",2019,TV-MA,1 Season,"Thrillers, Romantic Movies, Stand-Up Comedy",2018-11-29,2018,11,1.0,2010s
s216,Movie,Title 0215,Director_113,"Actor_402, Actor_301, Actor_465",France,"February 28, 2018",2020,PG-13,157 min,"Kids TV, Sci-Fi & Fantasy, Dramas",2018-02-28,2018,2,157.0,2020s
s217,Movie,Title 0216,Director_172,"Actor_420, Actor_152, Actor_165, Actor_163, Actor_396",United States,"March 10, 2015",1988,PG-13,121 min,"Thrillers, Dramas, Romantic Movies",2015-03-10,2015,3,121.0,1980s
s218,TV Show,Title 0217,Director_051,"Actor_466, Actor_433, Actor_377, Actor_189",France,"September 10, 2022",2008,TV-G,1 Season,Music & Musicals,2022-09-10,2022,9,1.0,2000s
s219,Movie,Title 0218,Director_115,"Actor_119, Actor_082",South Korea,"November 16, 2015",2008,PG-13,175 min,"Thrillers, Horror Movies, Comedies",2015-11-16,2015,11,175.0,2000s
s220,TV Show,Title 0219,Director_124,"Actor_067, Actor_151, Actor_358",India,"February 02, 2021",1988,TV-14,4 Seasons,Dramas,2021-02-02,2021,2,4.0,1980s
s221,Movie,Title 0220,Director_126,"Actor_314, Actor_372, Actor_487",United Kingdom,"August 06, 2016",2020,PG-13,121 min,"Anime Series, Thrillers, Documentaries",2016-08-06,2016,8,121.0,2020s
s222,Movie,Title 0221,Director_064,"Actor_301, Actor_191, Actor_280, Actor_260, Actor_291",United States,"February 08, 2020",2018,PG-13,179 min,Romantic Movies,2020-02-08,2020,2,179.0,2010s
s223,Movie,Title 0222,Director_129,"Actor_439, Actor_255, Actor_104, Actor_256",France,"March 29, 2018",1993,R,79 min,"Crime TV Shows, Horror Movies",2018-03-29,2018,3,79.0,1990s
s224,Movie,Title 0223,Director_176,"Actor_086, Actor_382, Actor_091, Actor_297, Actor_210",United Kingdom,"August 04, 2016",2008,R,145 min,Comedies,2016-08-04,2016,8,145.0,2000s
s225,Movie,Title 0224,Director_021,"Actor_253, Actor_321, Actor_083, Actor_498",South Korea,"November 03, 2019",1982,PG-13,107 min,"Anime Series, Romantic Movies, Sports Movies",2019-11-03,2019,11,107.0,1980s
s226,Movie,Title 0225,Director_156,"Actor_170, Actor_000, Actor_025, Actor_035, Actor_286",United States,"April 06, 2019",2016,PG,80 min,"Sports Movies, Thrillers, International Movies",2019-04-06,2019,4,80.0,2010s
s227,TV Show,Title 0226,Director_162,"Actor_450, Actor_394",United States,"December 04, 2019",1984,TV-MA,7 Seasons,"Thrillers, Sports Movies",2019-12-04,2019,12,7.0,1980s
s228,Movie,Title 0227,Director_075,"Actor_106, Actor_178, Actor_375, Actor_293, Actor_143",United States,"April 21, 2015",2023,R,157 min,Reality TV,2015-04-21,2015,4,157.0,2020s
s229,TV Show,Title 0228,Director_151,"Actor_379, Actor_038, Actor_352, Actor_115, Actor_150",Brazil,"September 25, 2017",2019,TV-PG,3 Seasons,"Comedies, Thrillers, Romantic Movies",2017-09-25,2017,9,3.0,2010s
s230,Movie,Title 0229,Director_093,"Actor_235, Actor_251, Actor_041",United States,"January 27, 2017",2009,PG-13,159 min,Music & Musicals,2017-01-27,2017,1,159.0,2000s
s231,TV Show,Title 0230,Director_157,"Actor_427, Actor_185, Actor_366, Actor_090, Actor_477",Brazil,"October 10, 2015",2015,TV-MA,4 Seasons,"Stand-Up Comedy, Reality TV, Documentaries",2015-10-10,2015,10,4.0,2010s
s232,Movie,Title 0231,Director_169,"Actor_346, Actor_004",Canada,"October 09, 2019",2022,R,95 min,Documentaries,2019-10-09,2019,10,95.0,2020s
s233,Movie,Title 0232,Director_070,"Actor_061, Actor_094, Actor_248, Actor_372, Actor_022",Spain,"February 19, 2021",2014,R,137 min,"Crime TV Shows, Horror Movies",2021-02-19,2021,2,137.0,2010s
s234,Movie,Title 0233,Director_105,"Actor_184, Actor_331, Actor_213, Actor_447, Actor_472",Japan,"December 06, 2017",1991,R,87 min,Thrillers,2017-12-06,2017,12,87.0,1990s
s235,Movie,Title 0234,Director_049,"Actor_461, Actor_076, Actor_203, Actor_208",United States,"July 17, 2021",2008,PG,74 min,"Music & Musicals, Horror Movies",2021-07-17,2021,7,74.0,2000s
s236,TV Show,Title 0235,Director_101,"Actor_227, Actor_059",United States,"January 13, 2022",2021,TV-PG,3 Seasons,"Dramas, Crime TV Shows",2022-01-13,2022,1,3.0,2020s
s237,Movie,Title 0236,Director_198,"Actor_336, Actor_178, Actor_358, Actor_154, Actor_237",France,"October 25, 2018",2016,PG-13,89 min,"Horror Movies, Crime TV Shows",2018-10-25,2018,10,89.0,2010s
s238,Movie,Title 0237,Director_187,"Actor_046, Actor_156, Actor_484, Actor_243, Actor_302",South Korea,"March 11, 2017",2017,PG,168 min,Music & Musicals,2017-03-11,2017,3,168.0,2010s
s239,Movie,Title 0238,Director_112,"Actor_491, Actor_423",France,"May 11, 2015",2021,R,129 min,"International Movies, Music & Musicals",2015-05-11,2015,5,129.0,2020s
s240,Movie,Title 0239,Director_029,"Actor_343, Actor_274, Actor_481, Actor_025, Actor_393",United States,"July 17, 2018",2022,PG-13,110 min,"Music & Musicals, Thrillers, Documentaries",2018-07-17,2018,7,110.0,2020s
s241,TV Show,Title 0240,Director_011,"Actor_227, Actor_469, Actor_033",India,"May 17, 2020",2022,TV-MA,3 Seasons,"Comedies, Reality TV, Stand-Up Comedy",2020-05-17,2020,5,3.0,2020s
s242,TV Show,Title 0241,Director_176,"Actor_350, Actor_448, Actor_495, Actor_267",India,"November 01, 2022",1981,TV-14,4 Seasons,Documentaries,2022-11-01,2022,11,4.0,1980s
s243,TV Show,Title 0242,Director_081,"Actor_391, Actor_384, Actor_076, Actor_084, Actor_162",India,"March 02, 2015",2014,TV-14,8 Seasons,Reality TV,2015-03-02,2015,3,8.0,2010s
s244,Movie,Title 0243,Director_045,"Actor_343, Actor_477, Actor_438, Actor_218, Actor_197",United States,"January 20, 2021",2019,NR,154 min,"Romantic Movies, Sports Movies",2021-01-20,2021,1,154.0,2010s
s245,Movie,Title 0244,Director_170,"Actor_389, Actor_467, Actor_408, Actor_419, Actor_050",United States,"March 29, 2019",2019,R,172 min,"Crime TV Shows, Action & Adventure",2019-03-29,2019,3,172.0,2010s
s246,TV Show,Title 0245,Director_129,"Actor_193, Actor_397, Actor_200, Actor_209, Actor_043",United States,"September 29, 2015",2016,NR,3 Seasons,"Documentaries, Reality TV, Sci-Fi & Fantasy",2015-09-29,2015,9,3.0,2010s
s247,Movie,Title 0246,Director_096,"Actor_418, Actor_036",United States,"November 17, 2019",1990,PG-13,74 min,"Crime TV Shows, Dramas, Comedies",2019-11-17,2019,11,74.0,1990s
s248,TV Show,Title 0247,Director_079,"Actor_264, Actor_042, Actor_331",Mexico,"December 20, 2020",2020,TV-MA,3 Seasons,"Romantic Movies, Stand-Up Comedy, Documentaries",2020-12-20,2020,12,3.0,2020s
